X_7712_Fatehgarhsahib_104500100001_Faridkot_Wheat	50.0
X_7712_Fatehgarhsahib_104500100001_Faridkot_Wheat1	1.0
X_7732_Ferozepur_104600100006_Bathinda_Wheat	50.0
X_7732_Ferozepur_104600100006_Bathinda_Wheat1	1.0
X_7742_Barnala_104500500021_Faridkot_Wheat	50.0
X_7742_Barnala_104500500021_Faridkot_Wheat1	1.0
X_7742_Barnala_104500700028_Faridkot_Wheat	50.0
X_7742_Barnala_104500700028_Faridkot_Wheat1	1.0
X_7752_Fazilka_105400660002_Barnala_Wheat	50.0
X_7752_Fazilka_105400660002_Barnala_Wheat1	1.0
X_7754_Bathinda_104900600042_Amritsar_Wheat	50.0
X_7754_Bathinda_104900600042_Amritsar_Wheat1	1.0
X_7839_Amritsar_104500100154_Faridkot_Wheat	50.0
X_7839_Amritsar_104500100154_Faridkot_Wheat1	1.0
X_7839_Amritsar_104500300049_Faridkot_Wheat	50.0
X_7839_Amritsar_104500300049_Faridkot_Wheat1	1.0
X_7839_Amritsar_104900600030_Amritsar_Wheat	50.0
X_7839_Amritsar_104900600030_Amritsar_Wheat1	1.0
X_7839_Amritsar_104900600043_Amritsar_Wheat	50.0
X_7839_Amritsar_104900600043_Amritsar_Wheat1	1.0
X_7850_Faridkot_104600100005_Bathinda_Wheat	50.0
X_7850_Faridkot_104600100005_Bathinda_Wheat1	1.0
X_7850_Faridkot_104600100008_Bathinda_Wheat	50.0
X_7850_Faridkot_104600100008_Bathinda_Wheat1	1.0
X_7850_Faridkot_104600100009_Bathinda_Wheat	50.0
X_7850_Faridkot_104600100009_Bathinda_Wheat1	1.0
X_7850_Faridkot_104900400001_Amritsar_Wheat	50.0
X_7850_Faridkot_104900400001_Amritsar_Wheat1	1.0
X_7850_Faridkot_105400660010_Barnala_Wheat	50.0
X_7850_Faridkot_105400660010_Barnala_Wheat1	1.0
X_7851_Amritsar_104500300047_Faridkot_Wheat	50.0
X_7851_Amritsar_104500300047_Faridkot_Wheat1	1.0
X_7851_Amritsar_104500300048_Faridkot_Wheat	50.0
X_7851_Amritsar_104500300048_Faridkot_Wheat1	1.0
X_7851_Amritsar_104600100003_Bathinda_Wheat	50.0
X_7851_Amritsar_104600100003_Bathinda_Wheat1	1.0
X_7851_Amritsar_104900100029_Amritsar_Wheat	50.0
X_7851_Amritsar_104900100029_Amritsar_Wheat1	1.0
X_7854_Barnala_104600100004_Bathinda_Wheat	50.0
X_7854_Barnala_104600100004_Bathinda_Wheat1	1.0
X_7854_Barnala_104900600040_Amritsar_Wheat	50.0
X_7854_Barnala_104900600040_Amritsar_Wheat1	1.0
X_7854_Barnala_104900900024_Amritsar_Wheat	50.0
X_7854_Barnala_104900900024_Amritsar_Wheat1	1.0
X_7854_Barnala_105400660004_Barnala_Wheat	50.0
X_7854_Barnala_105400660004_Barnala_Wheat1	1.0
X_7928_Fatehgarhsahib_104600100002_Bathinda_Wheat	50.0
X_7928_Fatehgarhsahib_104600100002_Bathinda_Wheat1	1.0
X_7928_Fatehgarhsahib_104600100007_Bathinda_Wheat	50.0
X_7928_Fatehgarhsahib_104600100007_Bathinda_Wheat1	1.0
X_7928_Fatehgarhsahib_104900600009_Amritsar_Wheat	50.0
X_7928_Fatehgarhsahib_104900600009_Amritsar_Wheat1	1.0
X_7928_Fatehgarhsahib_105400660003_Barnala_Wheat	50.0
X_7928_Fatehgarhsahib_105400660003_Barnala_Wheat1	1.0
X_7928_Fatehgarhsahib_105400660005_Barnala_Wheat	50.0
X_7928_Fatehgarhsahib_105400660005_Barnala_Wheat1	1.0
X_7928_Fatehgarhsahib_105400660006_Barnala_Wheat	50.0
X_7928_Fatehgarhsahib_105400660006_Barnala_Wheat1	1.0
X_7928_Fatehgarhsahib_105400660007_Barnala_Wheat	50.0
X_7928_Fatehgarhsahib_105400660007_Barnala_Wheat1	1.0
X_7928_Fatehgarhsahib_105400660008_Barnala_Wheat	50.0
X_7928_Fatehgarhsahib_105400660008_Barnala_Wheat1	1.0
X_7928_Fatehgarhsahib_105400660009_Barnala_Wheat	50.0
X_7928_Fatehgarhsahib_105400660009_Barnala_Wheat1	1.0
