X_WH100_Jalandhar_FPS2049_Jalandhar_Wheat	28.20205261
X_WH100_Jalandhar_FPS2049_Jalandhar_Wheat1	1.0
X_WH100_Jalandhar_FPS2074_Jalandhar_Wheat	69.83365407
X_WH100_Jalandhar_FPS2074_Jalandhar_Wheat1	1.0
X_WH100_Jalandhar_FPS2075_Jalandhar_Wheat	82.35191212
X_WH100_Jalandhar_FPS2075_Jalandhar_Wheat1	1.0
X_WH100_Jalandhar_FPS2076_Jalandhar_Wheat	0.239813373
X_WH100_Jalandhar_FPS2076_Jalandhar_Wheat1	1.0
X_WH100_Jalandhar_FPS2077_Jalandhar_Wheat	74.4860335
X_WH100_Jalandhar_FPS2077_Jalandhar_Wheat1	1.0
X_WH100_Jalandhar_FPS2821_Jalandhar_Wheat	37.17107274
X_WH100_Jalandhar_FPS2821_Jalandhar_Wheat1	1.0
X_WH100_Jalandhar_FPS2823_Jalandhar_Wheat	33.23813343
X_WH100_Jalandhar_FPS2823_Jalandhar_Wheat1	1.0
X_WH100_Jalandhar_FPS2824_Jalandhar_Wheat	59.28186568
X_WH100_Jalandhar_FPS2824_Jalandhar_Wheat1	1.0
X_WH100_Jalandhar_FPS2825_Jalandhar_Wheat	37.79458751
X_WH100_Jalandhar_FPS2825_Jalandhar_Wheat1	1.0
X_WH100_Jalandhar_FPS2827_Jalandhar_Wheat	43.4541831
X_WH100_Jalandhar_FPS2827_Jalandhar_Wheat1	1.0
X_WH100_Jalandhar_FPS2829_Jalandhar_Wheat	44.65324996
X_WH100_Jalandhar_FPS2829_Jalandhar_Wheat1	1.0
X_WH100_Jalandhar_FPS2831_Jalandhar_Wheat	57.69909742
X_WH100_Jalandhar_FPS2831_Jalandhar_Wheat1	1.0
X_WH100_Jalandhar_FPS2832_Jalandhar_Wheat	55.4928144
X_WH100_Jalandhar_FPS2832_Jalandhar_Wheat1	1.0
X_WH100_Jalandhar_FPS2835_Jalandhar_Wheat	40.24068391
X_WH100_Jalandhar_FPS2835_Jalandhar_Wheat1	1.0
X_WH100_Jalandhar_FPS2836_Jalandhar_Wheat	39.90494518
X_WH100_Jalandhar_FPS2836_Jalandhar_Wheat1	1.0
X_WH100_Jalandhar_FPS2839_Jalandhar_Wheat	0.191850698
X_WH100_Jalandhar_FPS2839_Jalandhar_Wheat1	1.0
X_WH100_Jalandhar_FPS2846_Jalandhar_Wheat	33.04628273
X_WH100_Jalandhar_FPS2846_Jalandhar_Wheat1	1.0
X_WH100_Jalandhar_FPS2848_Jalandhar_Wheat	39.71309449
X_WH100_Jalandhar_FPS2848_Jalandhar_Wheat1	1.0
X_WH100_Jalandhar_FPS2852_Jalandhar_Wheat	36.16385657
X_WH100_Jalandhar_FPS2852_Jalandhar_Wheat1	1.0
X_WH100_Jalandhar_FPS2873_Jalandhar_Wheat	53.95800881
X_WH100_Jalandhar_FPS2873_Jalandhar_Wheat1	1.0
X_WH100_Jalandhar_FPS2874_Jalandhar_Wheat	35.01275239
X_WH100_Jalandhar_FPS2874_Jalandhar_Wheat1	1.0
X_WH100_Jalandhar_FPS2876_Jalandhar_Wheat	51.46394974
X_WH100_Jalandhar_FPS2876_Jalandhar_Wheat1	1.0
X_WH100_Jalandhar_FPS2878_Jalandhar_Wheat	38.41810227
X_WH100_Jalandhar_FPS2878_Jalandhar_Wheat1	1.0
X_WH100_Jalandhar_FPS2881_Jalandhar_Wheat	64.55775988
X_WH100_Jalandhar_FPS2881_Jalandhar_Wheat1	1.0
X_WH100_Jalandhar_FPS2882_Jalandhar_Wheat	31.46351447
X_WH100_Jalandhar_FPS2882_Jalandhar_Wheat1	1.0
X_WH100_Jalandhar_FPS2924_Jalandhar_Wheat	39.90494518
X_WH100_Jalandhar_FPS2924_Jalandhar_Wheat1	1.0
X_WH100_Jalandhar_FPS2962_Jalandhar_Wheat	47.00342101
X_WH100_Jalandhar_FPS2962_Jalandhar_Wheat1	1.0
X_WH100_Jalandhar_FPS2965_Jalandhar_Wheat	29.83278354
X_WH100_Jalandhar_FPS2965_Jalandhar_Wheat1	1.0
X_WH100_Jalandhar_FPS2969_Jalandhar_Wheat	47.62693578
X_WH100_Jalandhar_FPS2969_Jalandhar_Wheat1	1.0
